"","timestamp","receiver","posX","posY","orientation","ap_mac","rssi","frequency","mode","ap_x","ap_y"
"29286",2006-02-23 18:15:47,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29288",2006-02-23 18:15:47,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29289",2006-02-23 18:15:47,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-47,"2432000000","3",12.8,-2.8
"29290",2006-02-23 18:15:47,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29291",2006-02-23 18:15:47,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29293",2006-02-23 18:15:47,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29294",2006-02-23 18:15:47,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-60,"2437000000","3",2.5,-0.8
"29295",2006-02-23 18:15:47,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29296",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29297",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29298",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-49,"2432000000","3",12.8,-2.8
"29300",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-63,"2422000000","3",33.5,2.8
"29301",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-78,"2427000000","3",1,14
"29302",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29303",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-52,"2432000000","3",12.8,-2.8
"29304",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29305",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-71,"2427000000","3",1,14
"29309",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29310",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29311",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-59,"2437000000","3",2.5,-0.8
"29312",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29315",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29316",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29317",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-60,"2437000000","3",2.5,-0.8
"29319",2006-02-23 18:15:48,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29320",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29321",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29322",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-60,"2437000000","3",2.5,-0.8
"29323",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-65,"2427000000","3",1,14
"29326",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29327",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29328",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-60,"2422000000","3",33.5,2.8
"29329",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"29331",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29334",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-45,"2462000000","3",7.5,6.3
"29335",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29336",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"29338",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-70,"2427000000","3",1,14
"29339",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-51,"2432000000","3",12.8,-2.8
"29341",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29342",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-51,"2432000000","3",12.8,-2.8
"29343",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29344",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-60,"2437000000","3",2.5,-0.8
"29345",2006-02-23 18:15:49,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29347",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29348",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29349",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29350",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29351",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-70,"2427000000","3",1,14
"29355",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-43,"2462000000","3",7.5,6.3
"29356",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-47,"2432000000","3",12.8,-2.8
"29357",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29358",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29359",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-70,"2427000000","3",1,14
"29361",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-43,"2462000000","3",7.5,6.3
"29362",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-49,"2432000000","3",12.8,-2.8
"29363",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29364",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29365",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-59,"2437000000","3",2.5,-0.8
"29368",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29369",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-43,"2462000000","3",7.5,6.3
"29370",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"29371",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-63,"2422000000","3",33.5,2.8
"29373",2006-02-23 18:15:50,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-78,"2427000000","3",1,14
"29375",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29376",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-49,"2432000000","3",12.8,-2.8
"29377",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29378",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29379",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-60,"2422000000","3",33.5,2.8
"29381",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29382",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-47,"2462000000","3",7.5,6.3
"29383",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29384",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29385",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"29388",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29389",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29390",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29392",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29393",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"29394",2006-02-23 18:15:51,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-70,"2427000000","3",1,14
"29396",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29397",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29399",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"29400",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-66,"2427000000","3",1,14
"29401",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-75,"2427000000","3",1,14
"29402",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29403",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29404",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-59,"2437000000","3",2.5,-0.8
"29405",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29406",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-65,"2427000000","3",1,14
"29409",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29410",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-45,"2462000000","3",7.5,6.3
"29411",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-49,"2432000000","3",12.8,-2.8
"29413",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29414",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"29415",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-70,"2427000000","3",1,14
"29417",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29418",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29419",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-59,"2422000000","3",33.5,2.8
"29420",2006-02-23 18:15:52,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-59,"2437000000","3",2.5,-0.8
"29424",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-49,"2432000000","3",12.8,-2.8
"29425",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29426",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"29427",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"29428",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"29431",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29432",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"29433",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-60,"2437000000","3",2.5,-0.8
"29435",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29436",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29437",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"29439",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-52,"2432000000","3",12.8,-2.8
"29440",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29441",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29442",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29443",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-60,"2437000000","3",2.5,-0.8
"29444",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-76,"2427000000","3",1,14
"29446",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29447",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-45,"2462000000","3",7.5,6.3
"29448",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-52,"2432000000","3",12.8,-2.8
"29449",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"29450",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29451",2006-02-23 18:15:53,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29454",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-49,"2432000000","3",12.8,-2.8
"29455",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-45,"2462000000","3",7.5,6.3
"29457",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29459",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-49,"2432000000","3",12.8,-2.8
"29460",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-44,"2462000000","3",7.5,6.3
"29461",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29462",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-59,"2437000000","3",2.5,-0.8
"29463",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29465",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-75,"2427000000","3",1,14
"29466",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-45,"2462000000","3",7.5,6.3
"29467",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29468",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-65,"2432000000","3",12.8,-2.8
"29469",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"29470",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-71,"2427000000","3",1,14
"29473",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29474",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29475",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29476",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29478",2006-02-23 18:15:54,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"29481",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29482",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-50,"2432000000","3",12.8,-2.8
"29483",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29484",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-59,"2437000000","3",2.5,-0.8
"29485",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"29486",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-70,"2427000000","3",1,14
"29489",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29490",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29491",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29492",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29493",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-52,"2432000000","3",12.8,-2.8
"29496",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29497",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29498",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-49,"2432000000","3",12.8,-2.8
"29499",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-60,"2437000000","3",2.5,-0.8
"29501",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-61,"2422000000","3",33.5,2.8
"29503",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29504",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"29505",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-77,"2427000000","3",1,14
"29506",2006-02-23 18:15:55,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29510",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-49,"2442000000","3",33.5,9.3
"29511",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-47,"2462000000","3",7.5,6.3
"29512",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-61,"2437000000","3",2.5,-0.8
"29514",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-69,"2427000000","3",1,14
"29515",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-50,"2432000000","3",12.8,-2.8
"29517",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-48,"2432000000","3",12.8,-2.8
"29518",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29519",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-46,"2462000000","3",7.5,6.3
"29520",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8a",-62,"2437000000","3",2.5,-0.8
"29521",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-62,"2422000000","3",33.5,2.8
"29522",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:90",-75,"2427000000","3",1,14
"29524",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:8d",-50,"2442000000","3",33.5,9.3
"29525",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:3b:c7:c6",-50,"2432000000","3",12.8,-2.8
"29526",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:0f:a3:39:e1:c0",-45,"2462000000","3",7.5,6.3
"29527",2006-02-23 18:15:56,"00:02:2D:21:0F:33",9.46,7.77,169.4,"00:14:bf:b1:97:81",-59,"2422000000","3",33.5,2.8
